time,cpu_useage,memory_useage,kB_rd/s,kB_wr/s,disk_total_read,disk_total_write,cache_hit_rate,concurrent_users,lock_wait_count,error_cnt_per_second,logical_reads_per_second,physical_reads_per_second,active_session,transactions_per_second,rows_scanned_per_second,rows_inserted_per_second,rows_updated_per_second,rows_deleted_per_second,auto_vacuum_cnt_per_second,filesys_use_rate
1712839608.2572806,81.2,12.0,0.04,0.03,721.76,721.76,0.9874231049224718,2.0,0.0,1.0,219598.0,2468.0,17.0,206.0,87564.0,204.0,408.0,204.0,0.0,0.1880876849102054
1712839609.2582645,68.8,12.0,0.04,0.03,1430.2,4290.62,0.9874193200782109,2.0,0.0,1.0,184185.0,1965.0,17.0,175.0,72209.0,167.0,334.0,167.0,0.0,0.1880876849102054
1712839610.2593286,186.7,12.1,0.04,0.03,1053.6,9482.42,0.9874121015288404,2.0,0.0,1.0,329845.0,3710.0,17.0,310.0,131017.0,308.0,616.0,308.0,0.0,0.1880876849102054
1712839611.2604423,113.3,12.2,0.04,0.03,671.34,6041.97,0.9874035890690682,2.0,0.0,1.0,397424.0,4386.0,17.0,373.0,157358.0,371.0,742.0,371.0,0.0,0.1880876849102054
1712839612.2614799,73.3,12.3,0.04,0.03,6007.9,353.41,0.9873989493824012,2.0,0.0,1.0,231003.0,2420.0,17.0,222.0,91905.0,214.0,428.0,214.0,0.0,0.1880876849102054
1712839613.2624772,93.3,12.4,0.04,0.04,715.26,8225.52,0.9873925440712615,2.0,0.0,1.0,301543.0,3308.0,17.0,280.0,118595.0,278.0,556.0,278.0,0.0,0.1880876849102054
1712839614.263548,75.0,12.4,0.04,0.04,1777.85,0.0,0.9873876289012022,2.0,0.0,1.0,241217.0,2560.0,17.0,227.0,96547.0,225.0,450.0,225.0,0.0,0.1880876849102054
1712839615.2645698,118.8,12.5,0.04,0.04,7186.02,8623.23,0.9873813832452819,2.0,0.0,1.0,317829.0,3264.0,17.0,304.0,126399.0,296.0,592.0,296.0,0.0,0.1880876849102054
1712839616.2653503,93.8,12.6,0.05,0.04,135182.89000000004,2907.15,0.9873737183994099,2.0,0.0,1.0,391493.0,4005.0,17.0,366.0,154709.0,364.0,728.0,364.0,0.0,0.1880876849102054
1712839617.266404,250.0,12.7,0.05,0.04,0.0,0.0,0.9873696967282108,2.0,0.0,1.0,217060.0,2125.0,17.0,201.0,85766.0,199.0,398.0,199.0,0.0,0.1880876849102054
1712839618.2675285,31.2,12.7,0.05,0.04,0.0,0.0,0.9873666707584695,2.0,0.0,1.0,180618.0,1629.0,17.0,173.0,71694.0,165.0,330.0,165.0,0.0,0.1880876849102054
1712839619.2686532,106.7,12.8,0.05,0.04,7107.349999999999,6396.6,0.9873611428704417,2.0,0.0,1.0,284901.0,2901.0,17.0,267.0,113391.0,265.0,530.0,265.0,0.0,0.1880876849102054
1712839620.2697177,153.3,12.9,0.05,0.04,5652.87,4946.27,0.9873538733433312,2.0,0.0,1.0,389788.0,3830.0,17.0,365.0,154530.0,363.0,726.0,363.0,0.0,0.1880876849102054
1712839621.2707858,133.3,13.0,0.05,0.04,359.86,7197.12,0.9873458414733629,2.0,0.0,1.0,455469.0,4270.0,17.0,433.0,180685.0,425.0,850.0,425.0,0.0,0.1880876849102054
1712839622.2719052,200.0,13.1,0.05,0.05,5975.7300000000005,0.0,0.987339883440804,2.0,0.0,1.0,341514.0,3179.0,17.0,319.0,135452.0,317.0,634.0,317.0,0.0,0.1880876849102054
1712839623.27303,200.0,13.1,0.05,0.05,1068.19,2848.51,0.9873352363850524,2.0,0.0,1.0,271553.0,2491.0,17.0,253.0,107707.0,251.0,502.0,251.0,0.0,0.1880876849102054
1712839624.2740836,131.2,13.2,0.05,0.05,30564.449999999997,7463.41,0.9873288852254168,2.0,0.0,1.0,365894.0,3390.0,17.0,345.0,143898.0,337.0,674.0,337.0,0.0,0.1880876849102054
1712839625.2751236,131.2,13.3,0.05,0.05,724.48,5795.8,0.9873225843994115,2.0,0.0,1.0,373352.0,3386.0,17.0,351.0,149058.0,349.0,698.0,349.0,0.0,0.1880876849102054
1712839626.276219,156.2,13.4,0.05,0.05,349.21,8031.8,0.9873167163279151,2.0,0.0,1.0,349369.0,3155.0,17.0,327.0,138999.0,325.0,650.0,325.0,0.0,0.1880876849102054
1712839627.2773619,156.2,13.5,0.05,0.06,0.0,8028.51,0.9873103060642143,2.0,0.0,1.0,387087.0,3449.0,17.0,363.0,151523.0,355.0,710.0,355.0,0.0,0.1880876849102054
1712839628.2784393,140.0,13.6,0.05,0.06,694.9,2779.58,0.9873023838591283,2.0,0.0,1.0,492351.0,4285.0,17.0,458.0,194075.0,456.0,912.0,456.0,0.0,0.1880876849102054
1712839629.2795382,86.7,13.6,0.05,0.06,353.99,6725.82,0.9872971608545438,2.0,0.0,1.0,321923.0,2832.0,17.0,301.0,128229.0,299.0,598.0,299.0,0.0,0.1880876849102054
1712839630.2806065,160.0,13.7,0.05,0.06,361.06,9387.47,0.9872890771275007,2.0,0.0,1.0,473381.0,4403.0,17.0,464.0,186807.0,437.0,874.0,437.0,0.0,0.1880876849102054
1712839631.2816715,146.7,13.7,0.05,0.07,0.0,6817.16,0.9872834522847656,2.0,0.0,1.0,309961.0,3011.0,17.0,292.0,123797.0,288.0,576.0,288.0,0.0,0.1880876849102054
1712839632.281925,113.3,13.8,0.05,0.07,4929.2,4600.59,0.9872760402985938,2.0,0.0,1.0,399328.0,3934.0,17.0,373.0,158662.0,371.0,742.0,371.0,0.0,0.1880876849102054
1712839633.2833266,168.8,13.8,0.06,0.07,8653.98,9375.16,0.9872701601805746,2.0,0.0,1.0,282528.0,3099.0,17.0,268.0,112034.0,260.0,520.0,260.0,0.0,0.1880876849102054
1712839634.2841728,137.5,13.8,0.06,0.07,357.84,3936.26,0.9872596096376929,2.0,0.0,1.0,441016.0,5411.0,17.0,415.0,176458.0,413.0,826.0,413.0,0.0,0.1880876849102054
1712839635.285283,125.0,13.8,0.06,0.07,323.78,5827.95,0.9872518504549407,2.0,0.0,1.0,342197.0,4013.0,17.0,320.0,136509.0,318.0,636.0,318.0,0.0,0.1880876849102054
1712839636.2864137,131.2,13.8,0.06,0.08,2532.11,4340.76,0.9872417588189095,2.0,0.0,1.0,489549.0,5283.0,17.0,465.0,195233.0,457.0,914.0,457.0,0.0,0.1880876849102054
1712839637.2874427,206.2,13.8,0.06,0.08,713.96,7139.62,0.9872352556012427,2.0,0.0,1.0,343888.0,3454.0,17.0,319.0,136126.0,317.0,634.0,317.0,0.0,0.1880876849102054
1712839638.2885182,181.2,13.8,0.06,0.08,16211.1,9366.41,0.9872272596158224,2.0,0.0,1.0,463127.0,4306.0,17.0,433.0,184301.0,431.0,862.0,431.0,0.0,0.1880876849102054
1712839639.2896018,160.0,13.8,0.06,0.08,7869.160000000001,327.88,0.9872206626864187,2.0,0.0,1.0,410199.0,3599.0,17.0,387.0,162611.0,379.0,758.0,379.0,0.0,0.1880876849102054
1712839640.2906742,140.0,13.8,0.06,0.08,6537.930000000001,363.22,0.9872123419032662,2.0,0.0,1.0,499087.0,4509.0,17.0,466.0,198403.0,464.0,928.0,464.0,0.0,0.1880876849102054
1712839641.2919092,112.5,13.8,0.06,0.09,338.26,6426.89,0.9872050378864198,2.0,0.0,1.0,446979.0,3977.0,17.0,417.0,177969.0,415.0,830.0,415.0,0.0,0.1880876849102054
1712839642.2929103,126.7,13.8,0.06,0.09,0.0,9713.51,0.9871974287154256,2.0,0.0,1.0,474955.0,4164.0,17.0,451.0,190003.0,443.0,886.0,443.0,0.0,0.1880876849102054
1712839643.294063,106.2,13.8,0.06,0.09,55565.189999999995,6580.09,0.9871914013111414,2.0,0.0,1.0,388010.0,3316.0,17.0,361.0,154256.0,359.0,718.0,359.0,0.0,0.1880876849102054
1712839644.2951136,162.5,13.8,0.06,0.09,10742.05,5185.81,0.9871829694432225,2.0,0.0,1.0,513336.0,4594.0,17.0,477.0,203166.0,475.0,950.0,475.0,0.0,0.1880876849102054
1712839645.296214,25.0,13.8,0.06,0.1,696.74,8709.28,0.9871751702917935,2.0,0.0,1.0,479443.0,4259.0,17.0,450.0,191089.0,446.0,892.0,446.0,0.0,0.1880876849102054
1712839646.2973275,131.2,13.8,0.06,0.1,0.0,9554.83,0.9871668391353532,2.0,0.0,1.0,504226.0,4541.0,17.0,474.0,200462.0,468.0,936.0,468.0,0.0,0.1880876849102054
1712839647.2983499,93.3,13.8,0.06,0.1,358.35,6808.72,0.9871588116003946,2.0,0.0,1.0,495050.0,4391.0,17.0,464.0,198318.0,462.0,924.0,462.0,0.0,0.1880876849102054
1712839648.2994297,0.0,13.8,0.06,0.1,0.0,0.0,0.9871544284230719,2.0,0.0,1.0,288234.0,2436.0,17.0,268.0,115198.0,266.0,532.0,266.0,0.0,0.1880876849102054
1712839649.3005097,266.7,13.8,0.06,0.1,361.02,5776.35,0.987148003791711,2.0,0.0,1.0,407071.0,3540.0,17.0,383.0,161487.0,375.0,750.0,375.0,0.0,0.1880876849102054
1712839650.3015208,193.3,13.8,0.06,0.1,358.58,1075.74,0.9871368667028999,2.0,0.0,1.0,645666.0,6037.0,17.0,602.0,256646.0,600.0,1200.0,600.0,0.0,0.1880876849102054
1712839651.302581,273.3,13.8,0.06,0.1,1775.91,1065.55,0.987125492845676,2.0,0.0,1.0,670264.0,6189.0,17.0,630.0,268916.0,628.0,1256.0,628.0,0.0,0.1880876849102054
1712839652.303623,231.2,13.8,0.07,0.1,0.0,8418.25,0.9871134103054288,2.0,0.0,1.0,705292.0,6573.0,17.0,664.0,280604.0,656.0,1312.0,656.0,0.0,0.1880876849102054
1712839653.3047655,50.0,13.8,0.07,0.1,0.0,0.0,0.9871071606855485,2.0,0.0,1.0,354375.0,3390.0,17.0,329.0,141651.0,327.0,654.0,327.0,0.0,0.1880876849102054
1712839654.3056781,150.0,13.8,0.07,0.1,0.0,356.02,0.9870999117622525,2.0,0.0,1.0,410551.0,3933.0,17.0,382.0,163951.0,380.0,760.0,380.0,0.0,0.1880876849102054
1712839655.3067276,181.2,13.8,0.07,0.11,720.92,10092.859999999999,0.9870894457806925,2.0,0.0,1.0,560327.0,5665.0,17.0,528.0,223473.0,520.0,1040.0,520.0,0.0,0.1880876849102054
1712839656.3072095,262.5,13.8,0.07,0.11,1008.99,3699.61,0.9870787468274498,2.0,0.0,1.0,593863.0,5790.0,17.0,557.0,238313.0,555.0,1110.0,555.0,0.0,0.1880876849102054
1712839657.308255,160.0,13.8,0.07,0.11,0.0,7908.19,0.9870678011601405,2.0,0.0,1.0,630836.0,5961.0,17.0,589.0,252254.0,587.0,1174.0,587.0,0.0,0.1880876849102054
1712839658.3092976,166.7,13.8,0.07,0.11,360.18,8284.07,0.9870575534707765,2.0,0.0,1.0,605231.0,5620.0,17.0,569.0,241411.0,561.0,1122.0,561.0,0.0,0.1880876849102054
1712839659.3095462,260.0,13.8,0.07,0.11,343.92,5158.83,0.9870460815730352,2.0,0.0,1.0,663360.0,6264.0,17.0,618.0,264624.0,616.0,1232.0,616.0,0.0,0.1880876849102054
1712839660.3106318,240.0,13.8,0.07,0.12,12636.31,665.06,0.9870338155360727,2.0,0.0,1.0,756147.0,6781.0,17.0,705.0,302049.0,703.0,1406.0,703.0,0.0,0.1880876849102054
1712839661.3116267,120.0,13.8,0.07,0.12,701.74,8070.0199999999995,0.9870261630353838,2.0,0.0,1.0,445868.0,4193.0,17.0,417.0,176800.0,409.0,818.0,409.0,0.0,0.1880876849102054
1712839662.3127286,33.3,13.8,0.07,0.12,9486.289999999999,1405.38,0.9870216843259352,2.0,0.0,1.0,290091.0,2512.0,17.0,267.0,115381.0,265.0,530.0,265.0,0.0,0.1880876849102054
1712839663.3137846,156.2,13.8,0.07,0.12,358.52,3226.7,0.987016132599326,2.0,0.0,1.0,341360.0,3083.0,17.0,318.0,137224.0,316.0,632.0,316.0,0.0,0.1880876849102054
1712839664.3148608,93.8,13.8,0.07,0.13,2503.22,8582.51,0.9870086860311637,2.0,0.0,1.0,437205.0,4093.0,17.0,411.0,174093.0,403.0,806.0,403.0,0.0,0.1880876849102054
1712839665.3158853,156.2,13.8,0.07,0.13,366.0,0.0,0.9870021713401567,2.0,0.0,1.0,378121.0,3581.0,17.0,352.0,151901.0,350.0,700.0,350.0,0.0,0.1880876849102054
1712839666.317032,106.2,13.8,0.07,0.13,14024.7,1402.47,0.9869949912372368,2.0,0.0,1.0,446160.0,3992.0,17.0,413.0,177754.0,411.0,822.0,411.0,0.0,0.1880876849102054
1712839667.3180816,125.0,13.8,0.07,0.14,0.0,0.0,0.98698791261425,2.0,0.0,1.0,407630.0,3926.0,17.0,381.0,161498.0,373.0,746.0,373.0,0.0,0.1880876849102054
1712839668.3191576,150.0,13.8,0.07,0.14,0.0,65618.89,0.9869867919942589,2.0,0.0,1.0,69357.0,637.0,17.0,63.0,28551.0,61.0,122.0,61.0,0.0,0.1880876849102054
1712839669.320331,26.7,13.8,0.07,0.14,733.08,0.0,0.9869840781779395,2.0,0.0,1.0,174481.0,1530.0,17.0,160.0,69853.0,158.0,316.0,158.0,0.0,0.1880876849102054
1712839670.3213947,20.0,13.8,0.07,0.14,0.0,0.0,0.9869825371388617,2.0,0.0,1.0,101881.0,882.0,17.0,98.0,41007.0,90.0,180.0,90.0,0.0,0.1880876849102054
1712839671.3225303,93.8,13.8,0.07,0.15,0.0,0.0,0.9869786850626996,2.0,0.0,1.0,240343.0,2153.0,17.0,223.0,96777.0,221.0,442.0,221.0,0.0,0.1880876849102054
1712839672.3236284,0.0,13.8,0.07,0.15,0.0,0.0,0.9869764959866687,2.0,0.0,1.0,135089.0,1231.0,17.0,124.0,54597.0,122.0,244.0,122.0,0.0,0.1880876849102054
1712839673.324962,175.0,13.8,0.07,0.15,0.0,0.0,0.9869703890808825,2.0,0.0,1.0,389585.0,3433.0,17.0,365.0,154869.0,357.0,714.0,357.0,0.0,0.1880876849102054
1712839674.3259702,0.0,13.8,0.07,0.15,0.0,0.0,0.9869681159968029,2.0,0.0,1.0,132787.0,1265.0,17.0,121.0,53273.0,119.0,238.0,119.0,0.0,0.1880876849102054
1712839675.327042,25.0,13.8,0.07,0.15,359.39,0.0,0.9869670175344073,2.0,0.0,1.0,80384.0,649.0,17.0,74.0,33392.0,72.0,144.0,72.0,0.0,0.1880876849102054
1712839676.3285036,0.0,13.8,0.07,0.15,6866.28,1084.15,0.9869660376100516,2.0,0.0,1.0,67697.0,576.0,17.0,68.0,28303.0,60.0,120.0,60.0,0.0,0.1880876849102054
1712839677.3292935,133.3,13.8,0.07,0.15,723.08,8677.03,0.9869595747349365,2.0,0.0,1.0,380944.0,3570.0,17.0,354.0,152572.0,352.0,704.0,352.0,0.0,0.1880876849102054
1712839678.33044,166.7,13.8,0.07,0.16,0.0,0.0,0.9869482352881928,2.0,0.0,1.0,675521.0,6274.0,17.0,628.0,269825.0,626.0,1252.0,626.0,0.0,0.1880876849102054
1712839679.331465,233.3,13.8,0.07,0.16,341.87,341.87,0.9869411897471113,2.0,0.0,1.0,430111.0,3935.0,17.0,405.0,172355.0,397.0,794.0,397.0,0.0,0.1880876849102054
