time,cpu_useage,memory_useage,kB_rd/s,kB_wr/s,cache_hit_rate,concurrent_users,lock_wait_count,error_cnt_per_second,logical_reads_per_second,physical_reads_per_second,active_session,transactions_per_second,rows_scanned_per_second,rows_inserted_per_second,rows_updated_per_second,rows_deleted_per_second,auto_vacuum_cnt_per_second,filesys_use_rate
1701259224.5674143,1040.0,7.6,0.29,0.05,0.9926970555301947,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259225.5684614,1053.0,7.6,0.29,0.05,0.9926970555301947,2.0,0.0,1.0,91850.0,274.0,26.0,3688.0,31738.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259226.5713637,1047.0,7.7,0.29,0.05,0.9926970555301947,2.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259227.5720172,1020.0,8.0,0.29,0.05,0.9926972559258316,2.0,0.0,3.0,21114.0,28.0,24.0,4904.0,10390.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259228.5736687,373.3,8.1,0.29,0.05,0.9926973924012205,2.0,0.0,1.0,4493.0,0.0,24.0,4490.0,2615.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259229.574786,53.3,8.1,0.29,0.05,0.9926974158522371,2.0,0.0,1.0,4259.0,0.0,24.0,2.0,2537.0,0.0,0.0,0.0,0.0,0.24585435170321712
1701259230.5861268,1053.0,8.4,0.29,0.06,0.9926903325830516,2.0,0.0,1.0,126843.0,4459.0,24.0,1411.0,43407.0,79.0,158.0,79.0,0.0,0.24585449826972378
1701259231.5962431,1067.0,8.6,0.29,0.06,0.9926831380378123,2.0,0.0,1.0,199310.0,4557.0,24.0,138.0,67580.0,136.0,272.0,136.0,0.0,0.2458545568963264
1701259232.5992472,1062.0,8.8,0.29,0.1,0.9926782252459685,2.0,0.0,1.0,163086.0,3113.0,25.0,118.0,55514.0,116.0,232.0,116.0,0.0,0.24585681402052859
1701259233.598253,1025.0,9.0,0.29,0.1,0.9926736715271123,2.0,2.0,1.0,168429.0,2884.0,31.0,131.0,57327.0,123.0,246.0,123.0,0.0,0.24586962393320835
1701259234.5952466,893.8,9.2,0.29,0.1,0.9926697120427542,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2458720862505198
1701259235.5844467,613.3,9.3,0.29,0.1,0.9926697120427542,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24587167586430123
1701259236.584853,293.3,9.4,0.29,0.1,0.9926697120427542,2.0,0.0,0.0,147603.0,2482.0,31.0,116.0,49271.0,114.0,228.0,114.0,0.0,0.24587202762391713
1701259237.5859551,1050.0,9.5,0.29,0.11,0.9926697120427542,2.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2458730829027649
1701259238.5865629,1050.0,9.5,0.29,0.11,0.9926697120427542,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24587290702295694
1701259239.5877204,1107.0,9.5,0.29,0.11,0.9926697120427542,2.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2458729656495596
